,sentiment_analysis,developer,release_date
2890,2,TaleWorlds Entertainment,2010
2891,2,TaleWorlds Entertainment,2010
2892,2,TaleWorlds Entertainment,2010
2893,2,TaleWorlds Entertainment,2010
2894,1,TaleWorlds Entertainment,2010
2895,1,TaleWorlds Entertainment,2010
2896,2,TaleWorlds Entertainment,2010
2897,2,TaleWorlds Entertainment,2010
2898,1,TaleWorlds Entertainment,2010
2899,2,TaleWorlds Entertainment,2010
2900,2,TaleWorlds Entertainment,2010
2901,2,TaleWorlds Entertainment,2010
2902,2,TaleWorlds Entertainment,2010
2903,2,TaleWorlds Entertainment,2010
2904,2,TaleWorlds Entertainment,2010
2905,1,TaleWorlds Entertainment,2010
2906,1,TaleWorlds Entertainment,2010
2907,2,TaleWorlds Entertainment,2010
3543,2,TaleWorlds Entertainment,2011
3544,2,TaleWorlds Entertainment,2011
4647,2,Tango Gameworks,2014
3694,2,Tate Multimedia,2013
5010,2,Team Chivalry,2007
4756,1,Team Fractal Alligator,2015
4757,1,Team Fractal Alligator,2015
5142,2,Team Jolly Roger,2015
4600,2,Team Meat,2010
4601,1,Team Meat,2010
4602,1,Team Meat,2010
4617,2,Team Murder,2016
2867,1,Team Psykskallar,2013
2868,1,Team Psykskallar,2013
2869,1,Team Psykskallar,2013
2870,2,Team Psykskallar,2013
2871,1,Team Psykskallar,2013
2872,2,Team Psykskallar,2013
2873,1,Team Psykskallar,2013
2874,1,Team Psykskallar,2013
2875,1,Team Psykskallar,2013
2876,1,Team Psykskallar,2013
2877,2,Team Psykskallar,2013
2878,0,Team Psykskallar,2013
2879,2,Team Psykskallar,2013
2880,1,Team Psykskallar,2013
2881,2,Team Psykskallar,2013
4416,2,Team Reptile,2014
4417,1,Team Reptile,2014
4790,1,Team17 Digital Ltd,1999
5278,0,Techland,2010
2771,2,Techland,2013
2772,2,Techland,2013
2773,2,Techland,2013
2774,1,Techland,2013
2775,2,Techland,2013
3468,0,Techland,2015
3469,1,Techland,2015
3470,1,Techland,2015
3471,2,Techland,2015
5062,1,Techland,2015
1652,0,Telltale Games,2010
1653,2,Telltale Games,2010
1654,2,Telltale Games,2010
1655,0,Telltale Games,2010
1656,2,Telltale Games,2010
3388,2,Telltale Games,2012
3389,2,Telltale Games,2012
3390,2,Telltale Games,2012
3391,2,Telltale Games,2012
3392,0,Telltale Games,2012
3393,2,Telltale Games,2012
3394,2,Telltale Games,2012
3395,2,Telltale Games,2012
3396,0,Telltale Games,2012
3397,2,Telltale Games,2012
2197,2,Telltale Games,2013
2198,2,Telltale Games,2013
2199,0,Telltale Games,2013
2200,0,Telltale Games,2013
2201,2,Telltale Games,2013
2202,2,Telltale Games,2013
4129,0,Telltale Games,2013
4130,2,Telltale Games,2013
4131,1,Telltale Games,2013
4132,2,Telltale Games,2013
4133,0,Telltale Games,2013
4436,2,Telltale Games,2013
4437,1,Telltale Games,2013
4438,1,Telltale Games,2013
4439,2,Telltale Games,2013
4440,0,Telltale Games,2013
4441,2,Telltale Games,2013
4442,2,Telltale Games,2013
4443,2,Telltale Games,2013
4444,1,Telltale Games,2013
4445,1,Telltale Games,2013
4446,1,Telltale Games,2013
4447,1,Telltale Games,2013
2212,2,Telltale Games,2014
2213,2,Telltale Games,2014
2214,0,Telltale Games,2014
5074,2,Telltale Games,2014
4572,1,Telltale Games,2015
4573,0,Telltale Games,2015
5171,0,Telltale Games,2016
5114,2,"Tequila Works, S.L.",2012
5115,2,"Tequila Works, S.L.",2012
3170,0,Terry Cavanagh,2012
3171,0,Terry Cavanagh,2012
3172,2,Terry Cavanagh,2012
3173,1,Terry Cavanagh,2012
3174,2,Terry Cavanagh,2012
3175,2,Terry Cavanagh,2012
3176,2,Terry Cavanagh,2012
3177,0,Terry Cavanagh,2012
3178,1,Terry Cavanagh,2012
3179,0,Terry Cavanagh,2012
3180,1,Terry Cavanagh,2012
3181,0,Terry Cavanagh,2012
3182,1,Terry Cavanagh,2012
3183,2,Terry Cavanagh,2012
3184,2,Terry Cavanagh,2012
3185,0,Terry Cavanagh,2012
3186,1,Terry Cavanagh,2012
3187,0,Terry Cavanagh,2012
3188,2,Terry Cavanagh,2012
3189,2,Terry Cavanagh,2012
5263,0,Tesseract Interactive,2016
2210,2,The Astronauts,2014
2211,1,The Astronauts,2014
2337,2,The Behemoth,2012
2338,2,The Behemoth,2012
2339,1,The Behemoth,2012
2340,2,The Behemoth,2012
2341,1,The Behemoth,2012
2342,0,The Behemoth,2012
2343,1,The Behemoth,2012
2344,2,The Behemoth,2012
2345,2,The Behemoth,2012
2346,1,The Behemoth,2012
2347,2,The Behemoth,2012
2348,1,The Behemoth,2012
2349,1,The Behemoth,2012
2350,2,The Behemoth,2012
2351,2,The Behemoth,2012
2352,1,The Behemoth,2012
2353,2,The Behemoth,2012
2354,1,The Behemoth,2012
2355,2,The Behemoth,2012
2356,2,The Behemoth,2012
2357,1,The Behemoth,2012
3429,1,The Behemoth,2014
3430,2,The Behemoth,2014
3431,2,The Behemoth,2014
3432,2,The Behemoth,2014
3433,0,The Behemoth,2014
3434,1,The Behemoth,2014
3435,2,The Behemoth,2014
3436,2,The Behemoth,2014
3437,2,The Behemoth,2014
3438,1,The Behemoth,2014
3439,2,The Behemoth,2014
3440,2,The Behemoth,2014
3441,1,The Behemoth,2014
3442,0,The Behemoth,2014
4205,2,The Chinese Room,2013
4206,1,The Chinese Room,2013
4100,2,The Creative Assembly,2004
4101,1,The Creative Assembly,2004
3996,2,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2006
3997,2,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2006
3998,1,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2006
3999,1,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2006
4000,2,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2006
5225,2,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2007
4793,1,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009
4794,2,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009
4795,2,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009
4618,2,The Game Bakers,2016
4178,0,The Indie Stone,2013
4179,2,The Indie Stone,2013
4180,1,The Indie Stone,2013
4181,2,The Indie Stone,2013
4182,1,The Indie Stone,2013
4952,2,The Men Who Wear Many Hats,2013
4692,1,The Odd Gentlemen,2015
5014,1,"The Quinnspiracy,Patrick Lindsey,Isaac Schankler",2014
4387,2,The Sims Studio,2009
4388,1,The Sims Studio,2009
4949,2,Threaks,2013
5239,0,Three Rings,2011
4986,2,TickTock Games,2014
5038,2,Tim Sullivan,2015
5296,2,ToMorning Productions,2015
5172,0,Toge Productions,2016
4364,1,"Tomi Maarela,Elias Viglione",2014
4365,1,"Tomi Maarela,Elias Viglione",2014
4366,0,"Tomi Maarela,Elias Viglione",2014
5170,2,Tomoaki Sugeno,2014
4193,2,Tomorrow Corporation,2012
4194,2,Tomorrow Corporation,2012
4195,1,Tomorrow Corporation,2012
3472,1,Torn Banner Studios,2012
3473,0,Torn Banner Studios,2012
3474,1,Torn Banner Studios,2012
3475,2,Torn Banner Studios,2012
3476,2,Torn Banner Studios,2012
3477,1,Torn Banner Studios,2012
3478,1,Torn Banner Studios,2012
3479,1,Torn Banner Studios,2012
3480,1,Torn Banner Studios,2012
3481,1,Torn Banner Studios,2012
3482,2,Torn Banner Studios,2012
3483,2,Torn Banner Studios,2012
3484,2,Torn Banner Studios,2012
3485,0,Torn Banner Studios,2012
3486,1,Torn Banner Studios,2012
3487,1,Torn Banner Studios,2012
3488,2,Torn Banner Studios,2012
3489,1,Torn Banner Studios,2012
3490,2,Torn Banner Studios,2012
3491,2,Torn Banner Studios,2012
3492,2,Torn Banner Studios,2012
4597,2,Totally Games,1994
5302,2,Tragnarion Studios,2014
4241,2,Transhuman Design,2013
4242,1,Transhuman Design,2013
4243,2,Transhuman Design,2013
4244,2,Transhuman Design,2013
3146,1,Traveller's Tales,2008
4239,2,Traveller's Tales,2013
4347,2,"Traveller's Tales,Feral Interactive (Mac)",2014
3782,0,"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016
481,0,"Trek Industries, Inc",2013
482,2,"Trek Industries, Inc",2013
483,1,"Trek Industries, Inc",2013
484,2,"Trek Industries, Inc",2013
485,0,"Trek Industries, Inc",2013
486,1,"Trek Industries, Inc",2013
487,0,"Trek Industries, Inc",2013
488,2,"Trek Industries, Inc",2013
489,1,"Trek Industries, Inc",2013
490,1,"Trek Industries, Inc",2013
491,2,"Trek Industries, Inc",2013
492,1,"Trek Industries, Inc",2013
493,2,"Trek Industries, Inc",2013
494,0,"Trek Industries, Inc",2013
4934,1,Trendy Entertainment,2011
4935,0,Trendy Entertainment,2011
3099,1,Trendy Entertainment,2017
3100,1,Trendy Entertainment,2017
3101,1,Trendy Entertainment,2017
3102,2,Trendy Entertainment,2017
4689,1,Treyarch,2008
4690,0,Treyarch,2008
4691,1,Treyarch,2008
4315,2,Treyarch,2010
4316,1,Treyarch,2010
4317,1,Treyarch,2010
4318,2,Treyarch,2010
5253,2,Treyarch,2011
2570,2,Treyarch,2012
2571,2,Treyarch,2012
2572,0,Treyarch,2012
2573,1,Treyarch,2012
2574,0,Treyarch,2012
2575,2,Treyarch,2012
2576,1,Treyarch,2012
2577,1,Treyarch,2012
2578,1,Treyarch,2012
2579,2,Treyarch,2012
2580,0,Treyarch,2012
3641,2,Treyarch,2015
3642,1,Treyarch,2015
3643,2,Treyarch,2015
3644,0,Treyarch,2015
3645,0,Treyarch,2015
3646,2,Treyarch,2015
3647,0,Treyarch,2015
3648,2,Treyarch,2015
3649,1,Treyarch,2015
3650,2,Treyarch,2015
5284,2,Trion Worlds,2013
5285,1,Trion Worlds,2013
3574,1,Trion Worlds,2015
3575,2,Trion Worlds,2015
3576,1,Trion Worlds,2015
3577,2,Trion Worlds,2015
3578,1,Trion Worlds,2015
3579,2,Trion Worlds,2015
3580,2,Trion Worlds,2015
3581,2,Trion Worlds,2015
3582,2,Trion Worlds,2015
3583,2,Trion Worlds,2015
3584,1,Trion Worlds,2015
3585,2,Trion Worlds,2015
3804,2,"Trion Worlds, Inc.",2014
3805,1,"Trion Worlds, Inc.",2014
3806,2,"Trion Worlds, Inc.",2014
3807,0,"Trion Worlds, Inc.",2014
5103,2,"Triple-Star Studio,Rock Path Collective",2016
1986,0,Tripwire Interactive,2009
1987,2,Tripwire Interactive,2009
1988,1,Tripwire Interactive,2009
1989,1,Tripwire Interactive,2009
1990,0,Tripwire Interactive,2009
1991,2,Tripwire Interactive,2009
1992,1,Tripwire Interactive,2009
1993,0,Tripwire Interactive,2009
1994,2,Tripwire Interactive,2009
1995,2,Tripwire Interactive,2009
1996,1,Tripwire Interactive,2009
1997,0,Tripwire Interactive,2009
1998,1,Tripwire Interactive,2009
1999,2,Tripwire Interactive,2009
2000,1,Tripwire Interactive,2009
2001,0,Tripwire Interactive,2009
2002,2,Tripwire Interactive,2009
2003,1,Tripwire Interactive,2009
2004,2,Tripwire Interactive,2009
2005,1,Tripwire Interactive,2009
2006,1,Tripwire Interactive,2009
2007,1,Tripwire Interactive,2009
2008,0,Tripwire Interactive,2009
2009,1,Tripwire Interactive,2009
2010,1,Tripwire Interactive,2009
2011,1,Tripwire Interactive,2009
2012,2,Tripwire Interactive,2009
2013,0,Tripwire Interactive,2009
2014,0,Tripwire Interactive,2009
2015,2,Tripwire Interactive,2009
2016,2,Tripwire Interactive,2009
2017,2,Tripwire Interactive,2009
2018,2,Tripwire Interactive,2009
2019,0,Tripwire Interactive,2009
2020,1,Tripwire Interactive,2009
2021,1,Tripwire Interactive,2009
2022,0,Tripwire Interactive,2009
3808,2,Tripwire Interactive,2011
3809,1,Tripwire Interactive,2011
3810,0,Tripwire Interactive,2011
3811,2,Tripwire Interactive,2011
3812,1,Tripwire Interactive,2011
3813,2,Tripwire Interactive,2011
3814,2,Tripwire Interactive,2011
3815,2,Tripwire Interactive,2011
3816,2,Tripwire Interactive,2011
3817,1,Tripwire Interactive,2011
3818,2,Tripwire Interactive,2011
3882,2,Tripwire Interactive,2016
3883,2,Tripwire Interactive,2016
3884,1,Tripwire Interactive,2016
3885,2,Tripwire Interactive,2016
3886,0,Tripwire Interactive,2016
3887,1,Tripwire Interactive,2016
3888,1,Tripwire Interactive,2016
3889,2,Tripwire Interactive,2016
3890,1,Tripwire Interactive,2016
3891,2,Tripwire Interactive,2016
3892,1,Tripwire Interactive,2016
5196,1,"Triumph Studios,Virtual Programming",2009
2142,2,Turtle Rock Studios,2015
2143,2,Turtle Rock Studios,2015
2144,1,Turtle Rock Studios,2015
2145,1,Turtle Rock Studios,2015
2146,1,Turtle Rock Studios,2015
2147,1,Turtle Rock Studios,2015
2148,2,Turtle Rock Studios,2015
2149,1,Turtle Rock Studios,2015
2150,0,Turtle Rock Studios,2015
2151,2,Turtle Rock Studios,2015
2152,1,Turtle Rock Studios,2015
2153,0,Turtle Rock Studios,2015
2154,2,Turtle Rock Studios,2015
5058,2,Two Tribes,2013
3545,2,"Ty Taylor and Mario Castañeda,The Quantum Astrophysicists Guild",2013
3546,2,"Ty Taylor and Mario Castañeda,The Quantum Astrophysicists Guild",2013
5295,1,U-Play Online,2016
4687,1,U.S. Army,2015
4688,2,U.S. Army,2015
4922,1,Uber Entertainment,2012
4923,2,Uber Entertainment,2012
4924,1,Uber Entertainment,2012
4229,2,Uber Entertainment,2014
1968,1,Ubisoft,2003
4865,0,Ubisoft,2014
4937,0,Ubisoft,2014
4938,0,Ubisoft,2014
4939,0,Ubisoft,2014
4976,2,Ubisoft,2016
4356,2,Ubisoft - San Francisco,2016
4357,0,Ubisoft - San Francisco,2016
5036,2,Ubisoft Montreal,2008
5037,1,Ubisoft Montreal,2008
5059,1,Ubisoft Montreal,2008
4418,0,Ubisoft Montreal,2010
4419,0,Ubisoft Montreal,2010
4420,1,Ubisoft Montreal,2010
4658,2,Ubisoft Montreal,2012
4659,0,Ubisoft Montreal,2012
4221,1,Ubisoft Montreal,2013
4222,1,Ubisoft Montreal,2013
4223,0,Ubisoft Montreal,2013
4739,1,Ubisoft Montreal,2013
4740,1,Ubisoft Montreal,2013
4741,0,Ubisoft Montreal,2013
4742,1,Ubisoft Montreal,2013
3418,2,Ubisoft Montreal,2015
3419,2,Ubisoft Montreal,2015
3420,0,Ubisoft Montreal,2015
3421,1,Ubisoft Montreal,2015
3422,2,Ubisoft Montreal,2015
3423,2,Ubisoft Montreal,2015
3424,1,Ubisoft Montreal,2015
3425,1,Ubisoft Montreal,2015
3426,1,Ubisoft Montreal,2015
4102,2,Ubisoft Montreal,2016
4810,1,Ubisoft Montreal,2016
2581,1,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012
2582,1,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012
2583,2,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012
2584,1,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012
2585,2,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012
2586,2,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012
2587,2,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012
2588,2,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012
2589,0,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012
5061,2,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2013
3271,2,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",2014
3272,2,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",2014
3273,2,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",2014
3274,1,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",2014
4571,2,Ubisoft Romania,2010
4126,1,Ubisoft Toronto,2013
4127,2,Ubisoft Toronto,2013
3714,1,Undead Labs,2013
3715,1,Undead Labs,2013
3716,2,Undead Labs,2013
3717,0,Undead Labs,2013
3718,0,Undead Labs,2013
3719,1,Undead Labs,2013
3720,2,Undead Labs,2013
3721,1,Undead Labs,2013
3722,1,Undead Labs,2013
3723,1,Undead Labs,2013
3724,0,Undead Labs,2013
3725,2,Undead Labs,2013
3909,1,Underdog Games,2015
3910,1,Underdog Games,2015
4631,1,Unfinished Pixel,2014
4632,1,Unfinished Pixel,2014
4685,2,Unigine LLC.,2012
3950,2,United Front Games,0
3951,2,United Front Games,0
3952,2,United Front Games,0
3953,2,United Front Games,0
3954,2,United Front Games,0
4686,1,United Front Games,2012
2769,0,"United Front Games,Feral Interactive (Mac)",2014
2770,1,"United Front Games,Feral Interactive (Mac)",2014
4849,1,Unknown Worlds Entertainment,2012
4850,1,Unknown Worlds Entertainment,2012
4851,2,Unknown Worlds Entertainment,2012
4852,0,Unknown Worlds Entertainment,2012
4726,2,VStep,2010
4727,2,VStep,2010
4025,0,Valve,1998
4026,2,Valve,1998
4027,2,Valve,1998
4028,1,Valve,1998
4029,2,Valve,1998
5116,2,Valve,1999
5117,2,Valve,1999
1575,2,Valve,2000
1576,1,Valve,2000
1577,1,Valve,2000
1578,1,Valve,2000
1579,2,Valve,2000
1580,2,Valve,2000
2368,2,Valve,2000
2776,0,Valve,2004
2777,2,Valve,2004
2778,0,Valve,2004
2779,1,Valve,2004
2780,1,Valve,2004
2781,1,Valve,2004
2782,2,Valve,2004
2783,2,Valve,2004
2784,1,Valve,2004
2785,2,Valve,2004
2786,2,Valve,2004
2787,0,Valve,2004
2788,0,Valve,2004
2789,2,Valve,2004
2790,1,Valve,2004
2791,2,Valve,2004
2792,2,Valve,2004
2793,2,Valve,2004
2794,1,Valve,2004
3124,0,Valve,2004
3125,1,Valve,2004
3126,2,Valve,2004
3127,1,Valve,2004
3128,2,Valve,2004
3129,1,Valve,2004
3130,1,Valve,2004
3131,2,Valve,2004
3132,2,Valve,2004
3133,2,Valve,2004
3134,2,Valve,2004
3135,1,Valve,2004
3136,1,Valve,2004
3137,2,Valve,2004
3138,2,Valve,2004
3139,2,Valve,2004
3140,1,Valve,2004
3141,2,Valve,2004
3142,2,Valve,2004
3143,2,Valve,2004
3144,2,Valve,2004
3145,1,Valve,2004
4394,2,Valve,2004
4541,2,Valve,2004
5139,1,Valve,2005
4032,2,Valve,2006
4033,2,Valve,2006
37,2,Valve,2007
38,1,Valve,2007
39,0,Valve,2007
40,2,Valve,2007
41,1,Valve,2007
42,0,Valve,2007
43,1,Valve,2007
44,2,Valve,2007
45,2,Valve,2007
46,2,Valve,2007
47,2,Valve,2007
48,1,Valve,2007
49,1,Valve,2007
50,2,Valve,2007
51,1,Valve,2007
52,1,Valve,2007
53,1,Valve,2007
54,1,Valve,2007
55,0,Valve,2007
56,2,Valve,2007
57,1,Valve,2007
58,2,Valve,2007
59,1,Valve,2007
60,1,Valve,2007
61,1,Valve,2007
62,1,Valve,2007
63,1,Valve,2007
64,2,Valve,2007
65,1,Valve,2007
66,2,Valve,2007
67,1,Valve,2007
68,1,Valve,2007
69,2,Valve,2007
70,2,Valve,2007
71,2,Valve,2007
72,2,Valve,2007
73,2,Valve,2007
74,0,Valve,2007
75,1,Valve,2007
76,1,Valve,2007
77,1,Valve,2007
78,2,Valve,2007
79,1,Valve,2007
80,1,Valve,2007
81,1,Valve,2007
82,1,Valve,2007
83,1,Valve,2007
84,1,Valve,2007
85,2,Valve,2007
86,2,Valve,2007
87,2,Valve,2007
88,2,Valve,2007
89,1,Valve,2007
90,1,Valve,2007
91,2,Valve,2007
92,2,Valve,2007
93,1,Valve,2007
94,2,Valve,2007
95,2,Valve,2007
96,2,Valve,2007
97,2,Valve,2007
98,1,Valve,2007
99,1,Valve,2007
100,1,Valve,2007
101,2,Valve,2007
102,1,Valve,2007
103,2,Valve,2007
104,2,Valve,2007
105,1,Valve,2007
106,2,Valve,2007
107,1,Valve,2007
108,2,Valve,2007
109,0,Valve,2007
110,1,Valve,2007
111,1,Valve,2007
112,0,Valve,2007
113,1,Valve,2007
114,2,Valve,2007
115,1,Valve,2007
116,2,Valve,2007
117,2,Valve,2007
118,0,Valve,2007
119,2,Valve,2007
120,1,Valve,2007
121,0,Valve,2007
122,2,Valve,2007
123,1,Valve,2007
124,2,Valve,2007
125,1,Valve,2007
126,1,Valve,2007
127,1,Valve,2007
128,2,Valve,2007
129,1,Valve,2007
130,2,Valve,2007
131,1,Valve,2007
132,2,Valve,2007
133,0,Valve,2007
134,1,Valve,2007
135,1,Valve,2007
136,2,Valve,2007
137,2,Valve,2007
138,2,Valve,2007
139,1,Valve,2007
140,1,Valve,2007
141,1,Valve,2007
142,1,Valve,2007
143,1,Valve,2007
144,1,Valve,2007
145,1,Valve,2007
146,2,Valve,2007
147,1,Valve,2007
148,2,Valve,2007
149,2,Valve,2007
150,1,Valve,2007
151,2,Valve,2007
152,1,Valve,2007
153,1,Valve,2007
154,0,Valve,2007
155,1,Valve,2007
156,1,Valve,2007
157,2,Valve,2007
158,0,Valve,2007
159,2,Valve,2007
160,1,Valve,2007
161,1,Valve,2007
162,1,Valve,2007
163,1,Valve,2007
164,1,Valve,2007
165,2,Valve,2007
166,1,Valve,2007
167,2,Valve,2007
168,1,Valve,2007
169,1,Valve,2007
170,2,Valve,2007
171,1,Valve,2007
172,2,Valve,2007
173,2,Valve,2007
174,1,Valve,2007
175,2,Valve,2007
176,0,Valve,2007
177,2,Valve,2007
178,2,Valve,2007
179,2,Valve,2007
180,1,Valve,2007
181,2,Valve,2007
182,1,Valve,2007
183,1,Valve,2007
184,1,Valve,2007
185,1,Valve,2007
186,1,Valve,2007
187,2,Valve,2007
188,0,Valve,2007
189,1,Valve,2007
190,2,Valve,2007
191,1,Valve,2007
192,2,Valve,2007
193,2,Valve,2007
194,2,Valve,2007
195,2,Valve,2007
196,2,Valve,2007
197,0,Valve,2007
198,1,Valve,2007
199,1,Valve,2007
200,1,Valve,2007
201,2,Valve,2007
202,0,Valve,2007
203,2,Valve,2007
204,2,Valve,2007
205,2,Valve,2007
206,1,Valve,2007
207,2,Valve,2007
208,2,Valve,2007
209,1,Valve,2007
210,2,Valve,2007
211,0,Valve,2007
212,1,Valve,2007
213,1,Valve,2007
214,1,Valve,2007
215,2,Valve,2007
216,0,Valve,2007
217,1,Valve,2007
218,0,Valve,2007
219,2,Valve,2007
220,1,Valve,2007
221,2,Valve,2007
222,1,Valve,2007
223,2,Valve,2007
224,0,Valve,2007
225,1,Valve,2007
226,1,Valve,2007
227,1,Valve,2007
228,0,Valve,2007
229,1,Valve,2007
230,2,Valve,2007
231,2,Valve,2007
232,2,Valve,2007
233,1,Valve,2007
234,1,Valve,2007
235,0,Valve,2007
236,1,Valve,2007
237,1,Valve,2007
238,2,Valve,2007
239,1,Valve,2007
240,0,Valve,2007
241,2,Valve,2007
242,2,Valve,2007
243,1,Valve,2007
244,2,Valve,2007
245,2,Valve,2007
246,0,Valve,2007
247,2,Valve,2007
248,2,Valve,2007
249,2,Valve,2007
250,0,Valve,2007
251,0,Valve,2007
252,1,Valve,2007
253,1,Valve,2007
254,1,Valve,2007
255,2,Valve,2007
256,0,Valve,2007
257,2,Valve,2007
258,1,Valve,2007
259,1,Valve,2007
260,2,Valve,2007
261,2,Valve,2007
262,1,Valve,2007
263,2,Valve,2007
264,1,Valve,2007
265,1,Valve,2007
266,1,Valve,2007
267,2,Valve,2007
268,1,Valve,2007
269,2,Valve,2007
270,1,Valve,2007
271,2,Valve,2007
272,1,Valve,2007
273,2,Valve,2007
274,1,Valve,2007
275,2,Valve,2007
276,1,Valve,2007
277,2,Valve,2007
278,2,Valve,2007
279,1,Valve,2007
280,1,Valve,2007
281,1,Valve,2007
282,2,Valve,2007
283,2,Valve,2007
284,1,Valve,2007
285,0,Valve,2007
286,1,Valve,2007
287,1,Valve,2007
288,2,Valve,2007
289,0,Valve,2007
290,1,Valve,2007
291,2,Valve,2007
292,2,Valve,2007
293,2,Valve,2007
294,0,Valve,2007
295,2,Valve,2007
296,1,Valve,2007
297,1,Valve,2007
298,1,Valve,2007
299,1,Valve,2007
300,0,Valve,2007
301,2,Valve,2007
302,1,Valve,2007
303,2,Valve,2007
304,1,Valve,2007
305,2,Valve,2007
306,1,Valve,2007
307,2,Valve,2007
308,0,Valve,2007
309,1,Valve,2007
310,2,Valve,2007
311,1,Valve,2007
312,2,Valve,2007
313,2,Valve,2007
314,2,Valve,2007
315,1,Valve,2007
316,1,Valve,2007
317,2,Valve,2007
318,2,Valve,2007
319,2,Valve,2007
320,1,Valve,2007
321,2,Valve,2007
322,1,Valve,2007
323,2,Valve,2007
324,1,Valve,2007
325,2,Valve,2007
326,2,Valve,2007
327,1,Valve,2007
328,2,Valve,2007
329,1,Valve,2007
330,1,Valve,2007
331,1,Valve,2007
332,1,Valve,2007
333,1,Valve,2007
334,1,Valve,2007
335,2,Valve,2007
336,2,Valve,2007
337,2,Valve,2007
338,0,Valve,2007
339,1,Valve,2007
340,2,Valve,2007
341,1,Valve,2007
342,1,Valve,2007
343,1,Valve,2007
344,2,Valve,2007
345,2,Valve,2007
346,0,Valve,2007
347,0,Valve,2007
348,1,Valve,2007
349,1,Valve,2007
350,1,Valve,2007
351,1,Valve,2007
352,2,Valve,2007
353,1,Valve,2007
354,2,Valve,2007
355,1,Valve,2007
356,2,Valve,2007
357,2,Valve,2007
358,2,Valve,2007
359,1,Valve,2007
360,2,Valve,2007
361,1,Valve,2007
362,1,Valve,2007
363,1,Valve,2007
364,2,Valve,2007
365,2,Valve,2007
366,1,Valve,2007
367,2,Valve,2007
368,0,Valve,2007
369,2,Valve,2007
370,1,Valve,2007
371,1,Valve,2007
372,2,Valve,2007
373,1,Valve,2007
374,2,Valve,2007
375,0,Valve,2007
376,1,Valve,2007
377,1,Valve,2007
378,2,Valve,2007
379,2,Valve,2007
2278,2,Valve,2007
2279,2,Valve,2007
2280,2,Valve,2007
2281,2,Valve,2007
2282,1,Valve,2007
2283,0,Valve,2007
2284,1,Valve,2007
2285,1,Valve,2007
2286,2,Valve,2007
2287,1,Valve,2007
2288,2,Valve,2007
2289,2,Valve,2007
2290,1,Valve,2007
2291,1,Valve,2007
2292,0,Valve,2007
2293,1,Valve,2007
4030,2,Valve,2007
4031,1,Valve,2007
4073,0,Valve,2008
4074,1,Valve,2008
4075,1,Valve,2008
4076,1,Valve,2008
4077,2,Valve,2008
1900,1,Valve,2009
1901,1,Valve,2009
1902,1,Valve,2009
1903,1,Valve,2009
1904,1,Valve,2009
1905,0,Valve,2009
1906,1,Valve,2009
1907,0,Valve,2009
1908,1,Valve,2009
1909,0,Valve,2009
1910,0,Valve,2009
1911,1,Valve,2009
1912,0,Valve,2009
1913,1,Valve,2009
1914,2,Valve,2009
1915,2,Valve,2009
1916,1,Valve,2009
1917,1,Valve,2009
1918,1,Valve,2009
1919,1,Valve,2009
1920,2,Valve,2009
1921,1,Valve,2009
1922,2,Valve,2009
1923,1,Valve,2009
1924,1,Valve,2009
1925,1,Valve,2009
1926,1,Valve,2009
1927,1,Valve,2009
1928,1,Valve,2009
1929,1,Valve,2009
1930,2,Valve,2009
1931,2,Valve,2009
1932,1,Valve,2009
1933,1,Valve,2009
1934,2,Valve,2009
1935,1,Valve,2009
1936,2,Valve,2009
1937,2,Valve,2009
1938,2,Valve,2009
1939,1,Valve,2009
1940,0,Valve,2009
1941,1,Valve,2009
1942,1,Valve,2009
1943,2,Valve,2009
1944,0,Valve,2009
1945,0,Valve,2009
1946,1,Valve,2009
1947,1,Valve,2009
1948,2,Valve,2009
1949,1,Valve,2009
1950,1,Valve,2009
